nama_file,hu1,hu2,hu3,hu4,hu5,hu6,hu7,solidity
contoh1.jpg,0.21764183014163813,0.017722093512619115,0.0003692835813437333,5.998564977019869e-05,7.004144959580672e-09,3.0143861413394196e-06,-5.536243144652626e-09,0.8539682539682539
contoh1.jpg,0.6656339048273674,0.23935978921442536,0.3678605569391457,0.13075196207919165,0.02562054202321394,0.0376976792353476,0.01287956676824279,0.39147286821705424
contoh1.jpg,0.2679292618462913,0.006913619496089735,0.0031354009035561526,0.00027276488956482067,1.6919540326554854e-07,-1.0312868616672955e-05,1.8708931302475672e-07,0.5469672571121846
contoh1.jpg,1.4204297416896656,1.7356791580027942,1.3677994596013439,0.9382455400804214,1.0600714903717399,1.2192384691279945,-0.07727478041812635,0.3565520243796256
contoh1.jpg,0.29639253426000345,0.050255986582573985,0.0018667718402571496,0.0006511926221899426,6.860818050370932e-07,0.00010822208526675359,-2.1161535227511594e-07,0.6619756427604871
contoh1.jpg,0.3368291947710619,0.04548698051675917,0.001965187160666213,0.00033722433634909024,8.680732976313584e-08,6.578319907807559e-05,2.6043793001498605e-07,0.5659666908037654
contoh1.jpg,0.23500481285593172,0.014556413753499168,0.0009519103135969373,6.9973733820957405e-06,1.1180590118866783e-12,-8.439388433439321e-07,5.710836896794273e-10,0.7578947368421053
contoh1.jpg,0.37250345199044843,0.06121125044110942,0.00800903133243327,0.00845079076541485,6.917481302080203e-05,0.0017396742679414146,6.961326593402042e-06,0.5618729096989966
contoh1.jpg,0.24315704569344004,0.032665336101490604,0.00042181005355293563,0.00013836636782329728,3.3409629595321526e-08,2.494086480622288e-05,-1.0937759111541164e-09,0.9472727272727273
contoh1.jpg,0.35705853280042044,0.06341595130919464,0.028869014088929897,0.011758788587537913,0.00021525477954875946,0.0028943418061946674,2.4553050619604842e-05,0.5257082896117523
contoh1.jpg,0.5049782564040555,0.22047208583584493,0.011784419035213546,0.002051117032664426,3.322272071589337e-06,-0.00010735323444123203,9.52117648284107e-06,0.8395967002749771
contoh1.jpg,0.4554687117723457,0.17921416915379781,0.003020961768272793,0.00045409167297774645,6.89156606938319e-08,-4.955879071031324e-05,-5.273646141716036e-07,0.937979094076655
contoh1.jpg,0.21244087333894368,0.011900045290703395,0.0005354514624064014,1.004603417130708e-05,5.036066382193467e-10,7.720818770952978e-07,5.378295537290447e-10,0.6524148851939826
contoh1.jpg,0.45601186247726583,0.1682918018758614,0.04347870534305412,0.03052181652104077,0.0011116879290307769,0.012398804546203086,-2.010029661379288e-05,0.8440245317420852
contoh1.jpg,0.5001553012589992,0.15029975343576343,0.03113245951054043,0.01673002848005776,0.00037819974074123627,0.005327902086453664,5.241003080221564e-05,0.4630004043671654
contoh1.jpg,0.34154056172213354,0.07900195194151978,0.002605135152010692,0.0010935853254443358,1.806778916785646e-06,0.0002742399807320465,3.777255899018804e-07,0.6624263687114625
contoh1.jpg,0.529543510433224,0.16343383006914242,0.004900530424961705,0.01172407482891242,8.68453123546477e-05,0.004243215628669024,-1.884662661653632e-05,0.4261992619926199
contoh1.jpg,0.2933895210446883,0.04357418004737956,0.0015940557928161422,0.00205741312258721,3.725285029375239e-06,0.0003987144691467209,-6.901239897937017e-08,0.6220641113916303
contoh1.jpg,0.45879004010024205,0.18007565185906876,0.00483684841367332,0.0005383202994925027,-6.384075835607987e-07,-0.0001899544448765249,5.8905013858599e-07,0.8417910447761194
contoh1.jpg,0.5306747280626929,0.04334979300604518,0.03649148616502573,0.010736966773923655,0.000212503568576543,0.002139066943585794,3.287430424960916e-06,0.41154399792340185
contoh1.jpg,0.39135399048573616,0.010990907501892636,0.015310987121166835,0.0022572463162526305,1.0756049732325788e-05,0.00022985698200293488,7.77171577260164e-06,0.3604821910323396
contoh1.jpg,0.7942659870680758,0.5684853340707836,0.05862453085657979,0.009953266191497407,5.5046857958699834e-05,-0.0018691129529393572,-0.0002340433404036926,0.6530612244897959
contoh1.jpg,0.39180063537550797,0.12357728496033672,0.004055008870423534,0.0024871729839546913,7.898123398195648e-06,0.0008734105211863413,-9.433707106873291e-08,0.8304033092037229
contoh1.jpg,0.2238220775264872,0.021254093702218604,0.0012306428184365975,0.00023202667319475312,1.0953206248491979e-07,2.221533132232001e-05,5.8097089993974244e-08,0.8758220776465596
contoh1.jpg,0.2737528307079876,0.03347966772292767,0.0033712845625881865,0.0011891818025163848,2.2184922886602427e-06,0.00020000920594752386,8.647150580147552e-07,0.7014739114304024
contoh1.jpg,0.1680590200114764,0.0013796401873564365,0.00023672021594974213,1.6127572728565626e-05,9.90946692861089e-10,5.792718759318299e-07,1.0492348247433515e-10,0.9182842153988582
contoh1.jpg,0.1910472879965506,0.007911921338483114,0.00012517498279447238,8.471694853226092e-06,3.819984442267594e-11,3.1867790973346407e-07,2.7321867905041245e-10,0.877125328659071
contoh1.jpg,0.2812057198250039,0.052776229426084634,1.9430319887854353e-05,3.8048833445925295e-06,2.5570057184067467e-11,1.15492278949673e-07,2.0407557152631046e-11,0.9382716049382716
contoh1.jpg,0.38830087747490233,0.12326047789584238,7.957874079153273e-06,2.1980625121276467e-06,7.11369258323011e-12,1.3937455015352906e-07,5.822984169403145e-12,0.9159090909090909
contoh1.jpg,0.24473177074379304,0.0061674026311695305,0.008247181937034163,0.000737990321787296,3.596633638688409e-07,9.144646815544914e-06,-1.7847812556518187e-06,0.682700850361721
